analysis_start_date,analysis_end_date,trading_start_date,trading_end_date,total_stocks_analyzed,total_trading_days,total_rows_processed,strategy_description
2025-05-26,2025-05-30,2025-06-02,2025-07-25,51,40,57375,Canon Momentum Strategy with 5-day volume baseline
